location_clean,price_myr,size_sqft,rooms_num,bathrooms_num,carparks_num,property_base,property_subtype,furnishing_clean
KLCC,2670000.0,1114.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,908000.0,873.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1150000.0,910.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1100000.0,907.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Sungai Besi,664000.0,1260.0,3,2,2,Condominium,Corner,Partly Furnished
KLCC,990000.0,657.0,1,1,1,Condominium,Standard,Partly Furnished
KL City,768000.0,546.0,0,1,1,Serviced Residence,Corner,Fully Furnished
Mont Kiara,1450000.0,1496.0,4,4,2,Condominium,Intermediate,Partly Furnished
KLCC,1000000.0,657.0,1,1,1,Condominium,Intermediate,Partly Furnished
Mont Kiara,1685000.0,2038.0,4,4,2,Condominium,Corner,Partly Furnished
Setapak,1377000.0,2501.0,5,5,0,Condominium,Standard,Unfurnished
Damansara Heights,2600000.0,1851.0,4,4,2,Serviced Residence,Standard,Partly Furnished
Damansara Heights,1400000.0,904.0,1,1,1,Serviced Residence,Standard,Partly Furnished
Cheras,450000.0,1018.0,3,2,2,Condominium,Standard,Unfurnished
KL Eco City,1061100.0,786.0,2,1,1,Condominium,Standard,Partly Furnished
KL Eco City,900000.0,657.0,1,1,1,Condominium,Standard,Fully Furnished
Kepong,485000.0,950.0,3,2,1,Condominium,Standard,Fully Furnished
Desa ParkCity,1160000.0,1389.0,3,2,2,Condominium,Intermediate,Partly Furnished
KLCC,1300000.0,925.0,1,1,2,Serviced Residence,Standard,Partly Furnished
Mont Kiara,710000.0,676.0,1,1,0,Serviced Residence,Standard,Partly Furnished
Wangsa Maju,1174338.0,2266.0,5,5,3,Condominium,Corner,Partly Furnished
Mont Kiara,1600000.0,1496.0,4,4,2,Condominium,Standard,Partly Furnished
KL Sentral,1049888.0,858.0,2,2,2,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1850000.0,1830.0,5,4,2,Condominium,Corner,Partly Furnished
Mont Kiara,1470000.0,1200.0,3,2,2,Condominium,Corner,Fully Furnished
Bukit Jalil,1060000.0,1772.0,5,3,4,Condominium,Corner,Partly Furnished
Mont Kiara,1700000.0,2038.0,4,4,0,Condominium,Corner,Partly Furnished
KL Sentral,1150000.0,1119.0,4,1,0,Condominium,Standard,Fully Furnished
KL Sentral,1500000.0,1544.0,4,3,0,Condominium,Corner,Partly Furnished
Cheras,715000.0,750.0,3,2,1,Condominium,Intermediate,Fully Furnished
Wangsa Maju,950000.0,1637.0,3,3,2,Condominium,Standard,Partly Furnished
KLCC,1250000.0,880.0,2,1,1,Serviced Residence,Corner,Fully Furnished
Bukit Jalil,1050000.0,1772.0,5,3,4,Condominium,Corner,Partly Furnished
KLCC,1350000.0,1270.0,2,2,2,Condominium,Corner,Fully Furnished
Damansara Heights,2650000.0,2077.0,4,4,3,Serviced Residence,Standard,Partly Furnished
KLCC,1100000.0,811.0,3,2,0,Serviced Residence,Corner,Fully Furnished
Bukit Jalil,930000.0,1513.0,5,4,2,Condominium,Standard,Partly Furnished
KLCC,2400000.0,1006.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1250000.0,850.0,1,1,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1450000.0,1496.0,4,4,2,Condominium,Corner,Partly Furnished
Bukit Jalil,940000.0,1513.0,5,3,3,Condominium,Corner,Partly Furnished
Dutamas,1150000.0,1148.0,2,2,1,Serviced Residence,Standard,Fully Furnished
KLCC,2761000.0,1023.0,1,2,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1100000.0,1200.0,4,3,2,Condominium,Standard,Partly Furnished
KLCC,1180000.0,635.0,2,1,0,Serviced Residence,Standard,Fully Furnished
Bukit Jalil,928000.0,1513.0,5,3,2,Condominium,Intermediate,Partly Furnished
Bukit Jalil,1100000.0,1772.0,5,4,4,Condominium,Corner,Partly Furnished
Mont Kiara,1668000.0,1668.0,4,4,2,Condominium,Corner,Partly Furnished
Kepong,415000.0,932.0,4,2,2,Condominium,Intermediate,Unfurnished
Sentul,700000.0,999.0,3,3,2,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),375000.0,775.0,1,2,1,Serviced Residence,Standard,Fully Furnished
Wangsa Maju,425000.0,880.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Batu Caves,730000.0,1227.0,3,2,2,Serviced Residence,Intermediate,Partly Furnished
Cheras,480000.0,825.0,3,2,2,Condominium,Standard,Partly Furnished
KLCC,1450000.0,1050.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Taman Desa,600000.0,935.0,3,2,1,Serviced Residence,Standard,Fully Furnished
Taman Desa,620000.0,935.0,3,2,1,Serviced Residence,Standard,Unfurnished
Taman Desa,498000.0,715.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,860000.0,933.0,2,1,1,Serviced Residence,Corner,Partly Furnished
Bukit Jalil,1350000.0,1519.0,4,3,3,Serviced Residence,Penthouse,Partly Furnished
Bukit Jalil,750000.0,750.0,2,2,1,Serviced Residence,Corner,Partly Furnished
Bangsar,530000.0,600.0,2,1,1,Condominium,Intermediate,Fully Furnished
Sentul,848000.0,1381.0,4,3,2,Condominium,Standard,Partly Furnished
Mont Kiara,1280000.0,926.0,2,2,0,Serviced Residence,Standard,Fully Furnished
Sentul,695000.0,999.0,2,2,2,Condominium,Standard,Partly Furnished
Bandar Menjalara,430000.0,1076.0,3,2,2,Condominium,Intermediate,Unfurnished
Cheras,400000.0,920.0,3,2,1,Condominium,Corner,Fully Furnished
Seputeh,543353.0,667.0,1,1,1,Condominium,Corner,Partly Furnished
Bukit Jalil,520000.0,1100.0,3,2,2,Condominium,Standard,Partly Furnished
KLCC,1800.0,493.0,0,1,0,Serviced Residence,Intermediate,Partly Furnished
KLCC,1900000.0,1076.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
KLCC,2150000.0,1079.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,900000.0,1208.0,3,2,1,Condominium,Standard,Fully Furnished
KL City,440000.0,1065.0,4,2,2,Condominium,Standard,Partly Furnished
Mont Kiara,1120000.0,910.0,2,2,0,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1050000.0,896.0,2,2,0,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1880000.0,2243.0,4,5,0,Condominium,Corner,Fully Furnished
Mont Kiara,1660000.0,1878.0,3,4,2,Condominium,Standard,Unfurnished
Desa ParkCity,1300000.0,1323.0,2,2,2,Condominium,Corner,Partly Furnished
Desa ParkCity,1250000.0,1300.0,2,2,2,Condominium,Corner,Partly Furnished
Desa ParkCity,1730000.0,1700.0,4,4,2,Condominium,Corner,Fully Furnished
Desa ParkCity,1180000.0,1507.0,3,3,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1350000.0,1701.0,4,3,3,Condominium,Intermediate,Partly Furnished
Desa ParkCity,1350000.0,1680.0,4,4,2,Condominium,Corner,Partly Furnished
Bangsar,950000.0,1518.0,3,2,1,Condominium,Intermediate,Partly Furnished
Damansara Heights,1150000.0,1205.0,3,2,1,Condominium,Corner,Partly Furnished
Kepong,398000.0,1027.0,0,0,2,Condominium,Corner,Partly Furnished
Jalan Ipoh,561100.0,1879.0,4,4,0,Condominium,Penthouse,Partly Furnished
Ampang,710550.0,1572.0,4,2,0,Serviced Residence,Corner,Partly Furnished
KLCC,1818500.0,2250.0,4,3,0,Condominium,Standard,Partly Furnished
Taman Desa,486000.0,945.0,3,2,0,Serviced Residence,Standard,Partly Furnished
KL Eco City,1804275.0,1647.0,3,2,0,Condominium,Duplex,Partly Furnished
Desa ParkCity,1280000.0,1432.0,4,3,0,Condominium,Standard,Fully Furnished
Desa ParkCity,850000.0,1173.0,2,3,1,Condominium,Standard,Fully Furnished
Mont Kiara,920000.0,1448.0,4,2,2,Condominium,Intermediate,Partly Furnished
Desa ParkCity,1100000.0,1378.0,3,2,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1300000.0,1324.0,3,2,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1430000.0,1377.0,3,2,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1600000.0,1400.0,3,2,2,Condominium,Corner,Partly Furnished
Desa ParkCity,1530000.0,1777.0,4,3,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1400000.0,1572.0,4,3,2,Condominium,Standard,Fully Furnished
Desa ParkCity,1170000.0,1389.0,3,2,2,Condominium,Standard,Fully Furnished
Mont Kiara,1599000.0,1878.0,4,4,0,Condominium,Standard,Fully Furnished
Desa ParkCity,900000.0,915.0,2,1,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1330000.0,1653.0,4,4,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1080000.0,1034.0,2,1,2,Condominium,Intermediate,Partly Furnished
Desa ParkCity,1200000.0,1507.0,3,3,0,Condominium,Intermediate,Fully Furnished
Desa ParkCity,1900000.0,2110.0,4,4,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1730000.0,1690.0,4,3,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1180000.0,1087.0,2,2,2,Condominium,Standard,Fully Furnished
Desa ParkCity,883000.0,1093.0,3,2,2,Condominium,Standard,Unfurnished
Desa ParkCity,1208000.0,1535.0,4,2,0,Condominium,Standard,Unfurnished
Desa ParkCity,588000.0,700.0,1,1,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1130000.0,1378.0,3,2,0,Condominium,Standard,Fully Furnished
Desa ParkCity,790000.0,969.0,2,1,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1350000.0,1701.0,4,3,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1530000.0,2066.0,4,4,2,Condominium,Standard,Partly Furnished
Desa ParkCity,1550000.0,1852.0,4,3,0,Condominium,Intermediate,Fully Furnished
City Centre,1550000.0,1453.0,3,3,1,Serviced Residence,Standard,Fully Furnished
Desa ParkCity,948888.0,1100.0,2,2,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1900000.0,1800.0,4,3,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1400000.0,1292.0,2,2,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1900000.0,1851.0,4,4,2,Condominium,Standard,Partly Furnished
Desa ParkCity,1900000.0,1800.0,5,3,0,Condominium,Standard,Fully Furnished
Mid Valley City,1280000.0,1367.0,3,2,0,Condominium,Corner,Fully Furnished
KLCC,1500000.0,2098.0,4,4,0,Condominium,Standard,Fully Furnished
Taman Tun Dr Ismail,1550000.0,1445.0,3,3,2,Serviced Residence,Corner,Partly Furnished
Taman Tun Dr Ismail,2800000.0,2426.0,4,5,2,Serviced Residence,Corner,Unfurnished
Taman Tun Dr Ismail,1480000.0,1691.0,3,3,2,Serviced Residence,Standard,Partly Furnished
Bangsar South,1150000.0,1485.0,3,2,0,Condominium,Intermediate,Fully Furnished
Sentul,810000.0,1186.0,3,3,2,Condominium,Intermediate,Unfurnished
Sentul,800000.0,1237.0,3,3,1,Condominium,Intermediate,Unfurnished
Sentul,818000.0,1088.0,0,0,2,Condominium,Intermediate,Unfurnished
Dutamas,995000.0,2100.0,4,3,3,Condominium,Standard,Partly Furnished
Sentul,768000.0,1180.0,3,2,1,Condominium,Intermediate,Unfurnished
Jalan Klang Lama (Old Klang Road),845000.0,1663.0,4,3,0,Condominium,Corner,Unfurnished
Sentul,970000.0,1488.0,4,4,2,Condominium,Corner,Unfurnished
Sentul,880900.0,1373.0,3,3,3,Condominium,Intermediate,Partly Furnished
Mont Kiara,1800000.0,1830.0,5,4,2,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),390000.0,775.0,1,2,1,Serviced Residence,Duplex,Partly Furnished
Mid Valley City,1350000.0,1367.0,3,2,0,Condominium,Corner,Fully Furnished
Bukit Jalil,995000.0,1218.0,3,2,2,Serviced Residence,Standard,Fully Furnished
Bukit Jalil,900000.0,1218.0,3,2,2,Serviced Residence,Standard,Unfurnished
Sentul,670000.0,1200.0,3,2,1,Condominium,Corner,Fully Furnished
Mont Kiara,1280000.0,1200.0,3,2,2,Condominium,Corner,Partly Furnished
City Centre,1600000.0,1442.0,3,3,2,Serviced Residence,Corner,Fully Furnished
City Centre,1900000.0,1453.0,3,3,2,Serviced Residence,Standard,Fully Furnished
City Centre,1420000.0,1131.0,1,1,0,Serviced Residence,Corner,Fully Furnished
Jalan Klang Lama (Old Klang Road),890000.0,1578.0,4,3,2,Condominium,Standard,Partly Furnished
City Centre,2300000.0,1614.0,3,3,2,Serviced Residence,Corner,Partly Furnished
Desa ParkCity,1180000.0,1432.0,4,2,2,Condominium,Corner,Partly Furnished
Desa ParkCity,1190000.0,1389.0,3,3,2,Condominium,Intermediate,Partly Furnished
Desa ParkCity,1550000.0,1346.0,3,0,2,Condominium,Intermediate,Fully Furnished
Desa ParkCity,1200000.0,1087.0,2,2,2,Condominium,Intermediate,Partly Furnished
Desa ParkCity,2080000.0,1948.0,4,3,3,Condominium,Corner,Fully Furnished
Desa ParkCity,1150000.0,1034.0,2,1,2,Condominium,Intermediate,Partly Furnished
Desa ParkCity,848000.0,969.0,2,1,2,Condominium,Intermediate,Partly Furnished
Desa ParkCity,1400000.0,1572.0,4,3,2,Condominium,Intermediate,Partly Furnished
Dutamas,750000.0,672.0,1,1,3,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,560000.0,1100.0,3,2,2,Condominium,Intermediate,Partly Furnished
Kepong,358000.0,822.0,3,2,1,Condominium,Standard,Partly Furnished
Mont Kiara,1270000.0,1200.0,3,2,2,Condominium,Corner,Partly Furnished
Mont Kiara,1300000.0,1448.0,4,2,2,Condominium,Standard,Fully Furnished
Mont Kiara,1900000.0,2552.0,5,5,2,Condominium,Standard,Partly Furnished
Mont Kiara,1300000.0,1448.0,4,3,2,Condominium,Standard,Partly Furnished
Desa ParkCity,830000.0,904.0,2,1,1,Condominium,Intermediate,Fully Furnished
Desa ParkCity,1880000.0,1690.0,4,3,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1450000.0,1680.0,4,3,2,Condominium,Standard,Partly Furnished
Desa ParkCity,1480000.0,1458.0,3,3,1,Condominium,Intermediate,Fully Furnished
Desa ParkCity,790000.0,904.0,2,1,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1490000.0,1432.0,2,2,0,Condominium,Standard,Partly Furnished
Desa ParkCity,1950000.0,1948.0,4,4,0,Condominium,Standard,Fully Furnished
Desa ParkCity,1550000.0,1357.0,4,3,0,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),1100000.0,1782.0,4,4,3,Condominium,Corner,Partly Furnished
Mont Kiara,1250000.0,1448.0,3,2,0,Condominium,Standard,Fully Furnished
Taman Tun Dr Ismail,980000.0,1300.0,3,2,1,Condominium,Standard,Partly Furnished
Taman Tun Dr Ismail,1390000.0,1800.0,4,4,2,Condominium,Standard,Partly Furnished
Taman Tun Dr Ismail,1000000.0,1560.0,3,2,1,Condominium,Standard,Partly Furnished
Taman Tun Dr Ismail,1400000.0,1900.0,4,3,2,Condominium,Standard,Partly Furnished
Taman Tun Dr Ismail,1450000.0,1680.0,3,2,2,Serviced Residence,Standard,Fully Furnished
Bangsar,730000.0,783.0,1,1,1,Serviced Residence,Standard,Fully Furnished
Bukit Jalil,530000.0,1003.0,0,0,3,Condominium,Standard,Unfurnished
Segambut,690000.0,1298.0,4,3,2,Condominium,Intermediate,Unfurnished
KLCC,7500.0,1078.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
Sentul,790000.0,1168.0,2,2,1,Condominium,Standard,Partly Furnished
Sentul,885000.0,1330.0,3,3,2,Condominium,Standard,Partly Furnished
Wangsa Maju,760000.0,1382.0,3,2,2,Condominium,Standard,Unfurnished
Wangsa Maju,970000.0,1909.0,4,2,2,Condominium,Standard,Partly Furnished
Sungai Besi,688000.0,1449.0,4,4,3,Condominium,Corner,Partly Furnished
KLCC,500000.0,470.0,0,1,0,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1600000.0,1906.0,3,4,0,Condominium,Corner,Fully Furnished
Bukit Jalil,520000.0,1003.0,3,3,2,Condominium,Intermediate,Unfurnished
KLCC,1500000.0,2098.0,4,4,2,Condominium,Corner,Partly Furnished
Mont Kiara,1180000.0,1756.0,4,3,2,Condominium,Intermediate,Fully Furnished
Mont Kiara,830000.0,850.0,2,1,0,Condominium,Standard,Fully Furnished
Taman Tun Dr Ismail,1660000.0,1445.0,3,3,2,Serviced Residence,Standard,Fully Furnished
Taman Tun Dr Ismail,2720000.0,2426.0,5,4,2,Serviced Residence,Corner,Partly Furnished
Mont Kiara,950000.0,1550.0,4,3,2,Serviced Residence,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),800000.0,1400.0,3,2,0,Condominium,Intermediate,Partly Furnished
Kepong,485000.0,930.0,3,2,1,Condominium,Intermediate,Partly Furnished
Jalan Ipoh,561100.0,1879.0,4,3,0,Condominium,Standard,Partly Furnished
KLCC,1818450.0,2250.0,4,3,0,Condominium,Standard,Partly Furnished
KLCC,850000.0,608.0,2,1,1,Serviced Residence,Standard,Fully Furnished
KLCC,1050000.0,813.0,3,2,0,Serviced Residence,Standard,Fully Furnished
Bangsar,530000.0,600.0,2,1,1,Condominium,Standard,Fully Furnished
Bukit Bintang,678000.0,667.0,1,1,0,Serviced Residence,Standard,Fully Furnished
Taman Desa,550000.0,1200.0,3,2,1,Condominium,Standard,Fully Furnished
Bukit Bintang,1050000.0,1067.0,2,1,0,Serviced Residence,Standard,Fully Furnished
Bukit Jalil,638000.0,1090.0,3,2,2,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),920000.0,1710.0,4,4,0,Condominium,Intermediate,Fully Furnished
Bangsar,1161850.0,1223.0,2,1,1,Serviced Residence,Corner,Fully Furnished
Bukit Jalil,680000.0,1212.0,3,2,0,Condominium,Intermediate,Fully Furnished
Wangsa Maju,1120000.0,1712.0,4,4,2,Condominium,Corner,Partly Furnished
Wangsa Maju,760000.0,1382.0,3,2,2,Condominium,Corner,Partly Furnished
Segambut,680000.0,1643.0,4,4,0,Condominium,Intermediate,Partly Furnished
KLCC,1435000.0,578.0,0,1,0,Serviced Residence,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),880000.0,1535.0,4,4,2,Condominium,Corner,Fully Furnished
Bukit Jalil,580000.0,1073.0,3,2,2,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),568000.0,680.0,2,2,1,Serviced Residence,Corner,Fully Furnished
Taman Tun Dr Ismail,1100000.0,1102.0,3,2,0,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,855000.0,1513.0,3,2,0,Condominium,Standard,Partly Furnished
Jalan Ipoh,388000.0,700.0,2,1,1,Condominium,Corner,Fully Furnished
Dutamas,385600.0,646.0,2,1,1,Serviced Residence,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),450000.0,1336.0,3,2,0,Condominium,Standard,Partly Furnished
Cheras,468600.0,840.0,2,2,2,Condominium,Intermediate,Unfurnished
Bukit Jalil,530000.0,1003.0,3,2,2,Condominium,Intermediate,Unfurnished
Bukit Jalil,960000.0,1218.0,3,2,2,Serviced Residence,Corner,Unfurnished
Sri Petaling,638000.0,1278.0,4,3,1,Serviced Residence,Standard,Fully Furnished
Dutamas,1200000.0,1395.0,3,3,2,Condominium,Standard,Partly Furnished
Mont Kiara,680000.0,1423.0,3,2,1,Condominium,Standard,Fully Furnished
Cheras,474000.0,840.0,2,2,2,Condominium,Intermediate,Unfurnished
Desa Pandan,1300000.0,1538.0,4,2,2,Serviced Residence,Standard,Partly Furnished
Desa Pandan,760000.0,1087.0,2,2,2,Serviced Residence,Corner,Partly Furnished
Desa Pandan,1050000.0,1410.0,2,2,2,Serviced Residence,Intermediate,Partly Furnished
Ampang,630000.0,856.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1720000.0,1878.0,4,3,0,Condominium,Standard,Fully Furnished
KLCC,1100000.0,1313.0,4,4,0,Serviced Residence,Corner,Fully Furnished
KLCC,1260000.0,1378.0,4,4,0,Serviced Residence,Corner,Partly Furnished
KLCC,800000.0,807.0,1,2,0,Serviced Residence,Intermediate,Partly Furnished
KLCC,890000.0,1055.0,3,3,0,Serviced Residence,Standard,Unfurnished
KLCC,1150000.0,1701.0,4,4,2,Serviced Residence,Intermediate,Partly Furnished
Sentul,810000.0,1186.0,3,3,2,Condominium,Standard,Partly Furnished
Sentul,850000.0,1381.0,4,4,2,Condominium,Standard,Partly Furnished
Sentul,680000.0,999.0,3,3,1,Condominium,Standard,Partly Furnished
Sentul,1050000.0,1567.0,4,4,2,Condominium,Standard,Partly Furnished
Sentul,1000000.0,1488.0,4,4,2,Condominium,Standard,Partly Furnished
Bukit Bintang,1285000.0,1555.0,3,2,2,Serviced Residence,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),1050000.0,1875.0,4,4,2,Condominium,Standard,Unfurnished
Taman Desa,630000.0,935.0,3,2,1,Serviced Residence,Standard,Partly Furnished
Kepong,465000.0,930.0,3,2,1,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),995000.0,1710.0,4,3,2,Condominium,Intermediate,Partly Furnished
Bukit Jalil,920000.0,1170.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,800000.0,1170.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,740000.0,920.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,648000.0,721.0,2,1,1,Serviced Residence,Intermediate,Partly Furnished
Bukit Jalil,1999999.0,2563.0,5,5,3,Serviced Residence,Penthouse,Partly Furnished
Sungai Besi,628000.0,1025.0,3,2,2,Serviced Residence,Intermediate,Partly Furnished
Sungai Besi,560000.0,1074.0,3,2,2,Condominium,Corner,Fully Furnished
Jalan Klang Lama (Old Klang Road),1288000.0,2128.0,5,4,3,Condominium,Intermediate,Partly Furnished
Sentul,680000.0,999.0,3,3,1,Condominium,Standard,Unfurnished
Sentul,630000.0,800.0,2,2,1,Condominium,Standard,Partly Furnished
Bukit Jalil,700000.0,1457.0,4,3,2,Condominium,Corner,Unfurnished
Mont Kiara,1496000.0,1496.0,4,4,3,Condominium,Standard,Partly Furnished
KLCC,1295000.0,1410.0,2,2,2,Condominium,Corner,Fully Furnished
Wangsa Maju,1198000.0,2266.0,5,3,3,Condominium,Corner,Partly Furnished
Brickfields,638000.0,468.0,0,1,0,Serviced Residence,Intermediate,Fully Furnished
KLCC,1950000.0,1076.0,2,2,1,Serviced Residence,Standard,Partly Furnished
KLCC,2380000.0,2300.0,4,2,0,Condominium,Intermediate,Partly Furnished
Taman Desa,437400.0,945.0,3,2,0,Serviced Residence,Standard,Partly Furnished
Dutamas,1100000.0,1799.0,4,4,0,Condominium,Corner,Partly Furnished
Dutamas,1500000.0,2412.0,4,0,0,Condominium,Corner,Partly Furnished
Dutamas,930000.0,1451.0,3,3,0,Condominium,Standard,Partly Furnished
Dutamas,1250000.0,1991.0,5,4,0,Condominium,Corner,Partly Furnished
Dutamas,1160000.0,1799.0,4,4,0,Condominium,Standard,Fully Furnished
Taman Desa,585000.0,935.0,3,2,1,Serviced Residence,Intermediate,Unfurnished
KL Sentral,1240000.0,1087.0,2,2,1,Serviced Residence,Standard,Fully Furnished
KL Sentral,2499999.0,1787.0,4,4,2,Serviced Residence,Standard,Fully Furnished
KL Sentral,1999999.0,1485.0,3,3,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1300000.0,1200.0,3,2,2,Condominium,Standard,Partly Furnished
